,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
52116,61,1,1,1,cell,92%,29,31,7,7,39,3.16227766,31.01612484,A,True,False,0.0
52117,61,2,1,1,cell,94%,29,30,7,7,39,4.123105626,30.01666204,A,True,False,1.0
52118,61,3,1,1,cell,94%,29,31,7,7,39,3.16227766,31.01612484,A,True,False,1.0
52119,61,4,1,1,cell,94%,29,30,7,7,39,4.123105626,30.01666204,A,True,False,1.0
52120,61,5,1,1,cell,94%,29,30,8,7,44,4.123105626,30.01666204,A,True,False,1.282051282051282
52121,61,6,1,1,cell,95%,28,30,8,8,51,4.472135955,30.06659276,A,True,False,2.5909090909090917
52122,61,7,1,1,cell,95%,29,30,9,7,50,4.123105626,30.01666204,A,True,False,1.1960784313725494
52123,61,8,1,1,cell,95%,29,31,9,8,57,3.16227766,31.01612484,A,True,False,2.399999999999999
52124,61,9,1,1,cell,95%,29,31,9,8,57,3.16227766,31.01612484,A,True,False,0.0
52125,61,10,1,1,cell,95%,28,30,8,8,51,4.472135955,30.06659276,A,True,False,2.4668451413204635
52126,61,11,1,1,cell,95%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,2.7867625819809376
52127,61,12,2,1,cell,96%,29,30,8,6,38,4.123105626,30.01666204,A,True,False,2.3636363636363633
52128,61,12,2,2,cell,92%,29,38,5,6,24,-4.123105626,38.01315562,B,False,True,13.545454545454547
52129,61,13,2,1,cell,96%,29,30,9,7,50,4.123105626,30.01666204,A,True,False,3.157894736842106
52130,61,13,2,2,cell,95%,29,39,7,7,39,-5.099019514,39.01281841,B,False,True,9.263157894736842
52131,61,14,2,1,cell,96%,29,29,9,7,50,5.099019514,29.01723626,A,True,False,1.0
52132,61,14,2,2,cell,96%,29,39,7,7,39,-5.099019514,39.01281841,B,False,True,11.2
52133,61,15,2,1,cell,97%,28,29,9,7,50,5.385164807,29.06888371,A,True,False,1.0
52134,61,15,2,2,cell,96%,28,39,7,7,39,-5.385164807,39.05124838,B,False,True,12.24987562112089
52135,61,16,2,1,cell,96%,30,40,10,8,63,-6.0,40.0,B,False,True,13.780339887498947
