,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
60552,72,1,1,1,cell,95%,32,33,9,8,57,2.236067977,33.06055051,A,True,False,0.0
60553,72,2,1,1,cell,96%,33,32,10,8,63,3.605551275,32.14031736,A,True,False,2.466845141320465
60554,72,3,2,1,cell,96%,31,30,9,7,50,4.123105626,30.01666204,A,True,False,4.891919188238255
60555,72,3,2,2,cell,90%,32,38,6,5,24,-4.472135955,38.05259518,B,False,True,12.273238720774408
60556,72,4,2,1,cell,97%,31,33,10,8,63,1.414213562,33.01514804,A,True,False,5.6
60557,72,4,2,2,cell,92%,30,41,6,7,33,-7.0,41.0,B,False,True,14.44536101718726
60558,72,5,2,1,cell,96%,30,33,9,8,57,1.0,33.0,A,True,False,1.9523809523809523
60559,72,5,2,2,cell,95%,30,42,7,7,39,-8.0,42.0,B,False,True,12.864908947661228
60560,72,6,2,1,cell,96%,32,34,10,8,63,-2.0,34.05877273,B,True,False,3.2886995564471593
60561,72,6,2,2,cell,95%,31,44,7,8,44,-10.04987562,44.01136217,B,False,True,13.326062771573227
60562,72,7,2,1,cell,96%,31,32,10,8,63,2.236067977,32.01562119,A,True,False,2.23606797749979
60563,72,7,2,2,cell,95%,31,43,8,9,57,-9.055385138,43.01162634,B,False,True,10.00776609051837
60564,72,8,2,1,cell,96%,31,32,10,8,63,2.236067977,32.01562119,A,True,False,0.0
60565,72,8,2,2,cell,97%,30,42,8,9,57,-8.0,42.0,B,False,True,11.002256573501842
60566,72,9,2,1,cell,96%,31,32,10,9,71,2.236067977,32.01562119,A,True,False,1.2698412698412698
60567,72,9,2,2,cell,94%,31,45,9,10,71,-11.04536102,45.01110974,B,False,True,14.269841269841269
60568,72,10,2,1,cell,96%,31,32,10,9,71,2.236067977,32.01562119,A,True,False,0.0
60569,72,10,2,2,cell,95%,31,44,9,10,71,-10.04987562,44.01136217,B,False,True,12.0
