,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
56821,67,1,1,1,cell,94%,31,31,10,8,63,3.16227766,31.01612484,A,True,False,0.0
56822,67,2,1,1,cell,96%,30,29,8,9,57,5.0,29.0,A,True,False,3.1884489298807424
56823,67,3,1,1,cell,96%,30,29,8,9,57,5.0,29.0,A,True,False,0.0
56824,67,4,1,1,cell,95%,30,29,8,9,57,5.0,29.0,A,True,False,0.0
56825,67,5,2,1,cell,96%,30,29,8,7,44,5.0,29.0,A,True,False,2.2807017543859653
56826,67,5,2,2,cell,92%,30,39,7,6,33,-5.0,39.0,B,False,True,14.210526315789473
56827,67,6,2,1,cell,96%,31,30,8,8,51,4.123105626,30.01666204,A,True,False,3.0051226532821866
56828,67,6,2,2,cell,97%,30,40,7,7,39,-6.0,40.0,B,False,True,12.136363636363637
56829,67,7,2,1,cell,97%,30,29,8,9,57,5.0,29.0,A,True,False,2.5906841506083893
56830,67,7,2,2,cell,97%,30,40,7,7,39,-6.0,40.0,B,False,True,12.402816797591479
56831,67,8,2,1,cell,97%,30,29,8,9,57,5.0,29.0,A,True,False,0.0
56832,67,8,2,2,cell,97%,30,40,8,7,44,-6.0,40.0,B,False,True,13.280701754385966
56833,67,9,2,1,cell,95%,29,41,9,9,64,-7.071067812,41.01219331,B,False,True,13.26966475423089
56834,67,9,2,2,cell,96%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,2.642283737811691
56835,67,10,2,1,cell,95%,30,41,10,8,63,-7.0,41.0,B,False,True,11.201611017187261
56836,67,10,2,2,cell,96%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,0.0
56837,67,11,1,1,cell,96%,30,29,8,9,57,5.0,29.0,A,True,False,2.507963562373095
56838,67,12,2,1,cell,95%,31,29,8,8,51,5.099019514,29.01723626,A,True,False,2.052631578947368
56839,67,12,2,2,cell,75%,33,39,6,6,29,-5.830951895,39.11521443,B,False,True,15.352587210664936
56840,67,13,2,1,cell,97%,30,30,8,8,51,4.0,30.0,A,True,False,1.4142135623730951
56841,67,13,2,2,cell,96%,31,40,8,7,44,-6.08276253,40.01249805,B,False,True,12.372549019607842
56842,67,14,2,1,cell,97%,29,31,9,8,57,3.16227766,31.01612484,A,True,False,2.5906841506083893
56843,67,14,2,2,cell,96%,30,41,8,8,51,-7.0,41.0,B,False,True,11.0
