,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
34549,40,1,1,1,cell,96%,30,28,9,9,64,6.0,28.0,A,True,False,0.0
34550,40,2,1,1,cell,96%,30,29,9,10,71,5.0,29.0,A,True,False,2.09375
34551,40,3,1,1,cell,96%,29,29,9,9,64,5.099019514,29.01723626,A,True,False,1.9859154929577463
34552,40,4,1,1,cell,96%,30,29,10,10,79,5.0,29.0,A,True,False,3.34375
34553,40,5,1,1,cell,96%,29,29,10,10,79,5.099019514,29.01723626,A,True,False,1.0
34554,40,6,1,1,cell,96%,30,28,10,10,79,6.0,28.0,A,True,False,1.4142135623730951
34555,40,7,1,1,cell,96%,29,28,9,10,71,6.08276253,28.01785145,A,True,False,2.0126582278481013
34556,40,8,1,1,cell,96%,29,28,9,10,71,6.08276253,28.01785145,A,True,False,0.0
34557,40,9,1,1,cell,96%,29,28,9,10,71,6.08276253,28.01785145,A,True,False,0.0
34558,40,10,2,1,cell,96%,30,28,9,8,57,6.0,28.0,A,True,False,2.9718309859154926
34559,40,10,2,2,cell,87%,31,36,5,7,28,-2.236067977,36.01388621,B,False,True,14.302549279404335
34560,40,11,2,1,cell,96%,29,28,9,8,57,6.08276253,28.01785145,A,True,False,1.0
34561,40,11,2,2,cell,93%,30,38,6,7,33,-4.0,38.0,B,False,True,14.210526315789473
34562,40,12,2,1,cell,96%,29,28,9,8,57,6.08276253,28.01785145,A,True,False,0.0
34563,40,12,2,2,cell,95%,30,38,7,7,39,-4.0,38.0,B,False,True,13.207770357962996
34564,40,13,2,1,cell,96%,29,28,9,9,64,6.08276253,28.01785145,A,True,False,1.2280701754385959
34565,40,13,2,2,cell,95%,30,38,6,7,33,-4.0,38.0,B,False,True,14.260401936910363
34566,40,14,2,1,cell,97%,29,28,9,9,64,6.08276253,28.01785145,A,True,False,0.0
34567,40,14,2,2,cell,95%,29,39,7,8,44,-5.099019514,39.01281841,B,False,True,14.125
34568,40,15,2,1,cell,97%,29,28,9,9,64,6.08276253,28.01785145,A,True,False,0.0
34569,40,15,2,2,cell,95%,30,40,8,9,57,-6.0,40.0,B,False,True,13.135344578792294
34570,40,16,2,1,cell,96%,29,40,8,9,57,-6.08276253,40.01249805,B,False,True,13.09375
34571,40,16,2,2,cell,97%,30,29,9,10,71,5.0,29.0,A,True,False,2.507963562373095
34572,40,17,1,1,cell,96%,29,28,9,9,64,6.08276253,28.01785145,A,True,False,2.4001290553308414
34573,40,18,1,1,cell,96%,30,29,8,8,51,5.0,29.0,A,True,False,3.445463562373095
34574,40,19,2,1,cell,97%,29,28,9,8,57,6.08276253,28.01785145,A,True,False,2.5906841506083893
34575,40,19,2,2,cell,91%,30,37,6,7,33,-3.0,37.0,B,False,True,11.529411764705882
34576,40,20,2,1,cell,96%,30,28,9,8,57,6.0,28.0,A,True,False,1.0
34577,40,20,2,2,cell,96%,29,39,7,8,44,-5.099019514,39.01281841,B,False,True,13.280701754385966
34578,40,21,2,1,cell,97%,29,28,9,8,57,6.08276253,28.01785145,A,True,False,1.0
34579,40,21,2,2,cell,96%,29,38,7,7,39,-4.123105626,38.01315562,B,False,True,13.207770357962996
34580,40,22,2,1,cell,97%,29,28,9,10,71,6.08276253,28.01785145,A,True,False,2.456140350877194
34581,40,22,2,2,cell,97%,30,39,8,8,51,-5.0,39.0,B,False,True,12.09799259613463
