,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
1261,2,1,1,1,cell,96%,28,30,8,7,44,4.472135955,30.06659276,A,True,False,0.0
1262,2,2,1,1,cell,96%,29,30,8,7,44,4.123105626,30.01666204,A,True,False,1.0
1263,2,3,1,1,cell,96%,30,31,8,7,44,3.0,31.0,A,True,False,1.4142135623730951
1264,2,4,1,1,cell,96%,29,30,8,7,44,4.123105626,30.01666204,A,True,False,1.4142135623730951
1265,2,5,1,1,cell,96%,30,30,8,7,44,4.0,30.0,A,True,False,1.0
1266,2,6,1,1,cell,96%,30,30,8,8,51,4.0,30.0,A,True,False,1.5909090909090917
1267,2,7,1,1,cell,96%,30,30,8,8,51,4.0,30.0,A,True,False,0.0
1268,2,8,2,1,cell,95%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,2.7867625819809376
1269,2,8,2,2,cell,70%,29,38,6,6,29,-4.123105626,38.01315562,B,False,True,12.375983238494628
1270,2,9,2,1,cell,96%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,0.0
1271,2,9,2,2,cell,95%,28,39,7,7,39,-5.385164807,39.05124838,B,False,True,11.186239257484527
1272,2,10,2,1,cell,96%,29,38,7,7,39,-4.123105626,38.01315562,B,False,True,10.136363636363637
1273,2,10,2,2,cell,97%,30,29,8,7,44,5.0,29.0,A,True,False,1.0
1274,2,11,2,1,cell,96%,28,39,7,7,39,-5.385164807,39.05124838,B,False,True,11.334402663549207
1275,2,11,2,2,cell,96%,29,29,8,8,51,5.099019514,29.01723626,A,True,False,2.5909090909090917
1276,2,12,2,1,cell,96%,28,40,8,7,44,-6.32455532,40.04996879,B,False,True,12.417910036795103
1277,2,12,2,2,cell,96%,29,30,8,8,51,4.123105626,30.01666204,A,True,False,1.0
1278,2,13,2,1,cell,95%,29,39,10,9,71,-5.099019514,39.01281841,B,False,True,12.92156862745098
1279,2,13,2,2,cell,96%,29,29,9,8,57,5.099019514,29.01723626,A,True,False,2.1764705882352944
1280,2,14,2,1,cell,96%,29,40,10,9,71,-6.08276253,40.01249805,B,False,True,13.456140350877194
1281,2,14,2,2,cell,97%,28,30,9,9,64,4.472135955,30.06659276,A,True,False,2.642283737811691
1282,2,15,1,1,cell,94%,29,31,9,8,57,3.16227766,31.01612484,A,True,False,2.507963562373095
1283,2,16,1,1,cell,95%,30,30,8,7,44,4.0,30.0,A,True,False,3.6949153167590607
1284,2,17,2,1,cell,96%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,1.4142135623730951
1285,2,17,2,2,cell,93%,29,38,7,7,39,-4.123105626,38.01315562,B,False,True,9.198621384662186
1286,2,18,2,1,cell,97%,30,39,8,7,44,-5.0,39.0,B,False,True,10.04987562112089
1287,2,18,2,2,cell,97%,30,29,8,7,44,5.0,29.0,A,True,False,1.0
1288,2,19,2,1,cell,96%,29,40,8,8,51,-6.08276253,40.01249805,B,False,True,12.636270108096353
1289,2,19,2,2,cell,97%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,1.0
1290,2,20,2,1,cell,96%,29,40,9,8,57,-6.08276253,40.01249805,B,False,True,13.954545454545453
1291,2,20,2,2,cell,97%,29,30,9,8,57,4.123105626,30.01666204,A,True,False,3.954545454545454
1292,2,21,2,1,cell,96%,29,40,10,9,71,-6.08276253,40.01249805,B,False,True,12.456140350877194
1293,2,21,2,2,cell,96%,29,29,9,8,57,5.099019514,29.01723626,A,True,False,1.0
1294,2,22,2,1,cell,95%,29,40,11,9,78,-6.08276253,40.01249805,B,False,True,14.68421052631579
1295,2,22,2,2,cell,97%,29,30,9,8,57,4.123105626,30.01666204,A,True,False,1.0
1296,2,23,2,1,cell,95%,29,40,10,9,71,-6.08276253,40.01249805,B,False,True,12.456140350877194
1297,2,23,2,2,cell,97%,28,30,9,8,57,4.472135955,30.06659276,A,True,False,1.0
1298,2,24,2,1,cell,93%,29,30,8,6,38,4.123105626,30.01666204,A,True,False,4.333333333333334
1299,2,24,2,2,cell,43%,29,37,6,6,29,-3.16227766,37.01351105,B,False,True,11.98334851361986
1300,2,25,2,1,cell,96%,30,29,8,7,44,5.0,29.0,A,True,False,2.993160930794148
1301,2,25,2,2,cell,92%,29,38,7,7,39,-4.123105626,38.01315562,B,False,True,8.263157894736842
1302,2,26,2,1,cell,96%,29,39,8,8,51,-5.099019514,39.01281841,B,False,True,11.640784712029982
1303,2,26,2,2,cell,97%,29,29,8,7,44,5.099019514,29.01723626,A,True,False,1.0
1304,2,27,2,1,cell,96%,29,40,8,8,51,-6.08276253,40.01249805,B,False,True,12.590909090909092
1305,2,27,2,2,cell,97%,29,29,9,7,50,5.099019514,29.01723626,A,True,False,1.3636363636363646
1306,2,28,2,1,cell,96%,28,40,9,9,64,-6.32455532,40.04996879,B,False,True,13.845361017187262
1307,2,28,2,2,cell,97%,29,30,9,8,57,4.123105626,30.01666204,A,True,False,2.399999999999999
