,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
3231,4,1,3,1,cell,71%,26,21,7,8,44,13.60147051,21.37755833,A,False,True,11.500246211678855
3232,4,1,3,2,cell,95%,28,30,9,8,57,4.472135955,30.06659276,A,True,False,0.0
3234,4,2,3,1,cell,89%,26,21,7,8,44,13.60147051,21.37755833,A,False,True,11.500246211678855
3235,4,2,3,2,cell,94%,29,30,10,8,63,4.123105626,30.01666204,A,True,False,2.0526315789473695
3237,4,3,2,1,cell,96%,28,30,8,10,63,4.472135955,30.06659276,A,True,False,1.0
3238,4,3,2,2,cell,97%,30,20,8,8,51,14.0,20.0,A,False,True,11.954637525882795
3239,4,4,2,1,cell,96%,28,30,9,10,71,4.472135955,30.06659276,A,True,False,1.2698412698412698
3240,4,4,2,2,cell,96%,31,20,8,9,57,14.03566885,20.02498439,A,False,True,11.392687461291503
3241,4,5,2,1,cell,95%,28,30,8,9,57,4.472135955,30.06659276,A,True,False,1.9718309859154926
3242,4,5,2,2,cell,96%,31,20,8,9,57,14.03566885,20.02498439,A,False,True,12.412137494826043
3243,4,6,2,1,cell,95%,29,31,9,10,71,3.16227766,31.01612484,A,True,False,3.8703539132502893
3244,4,6,2,2,cell,94%,32,18,8,9,57,16.1245155,18.11077028,A,False,True,12.649110640673518
3246,4,7,3,2,cell,93%,30,30,8,8,51,4.0,30.0,A,True,False,4.231114970823799
3247,4,7,3,3,cell,94%,32,17,9,8,57,17.11724277,17.11724277,A,False,True,16.289652049191844
3249,4,8,3,2,cell,95%,29,31,9,8,57,3.16227766,31.01612484,A,True,False,2.5906841506083893
3250,4,8,3,3,cell,94%,32,16,10,8,63,18.11077028,16.1245155,A,False,True,16.495076800201538
3252,4,9,3,2,cell,94%,28,30,9,9,64,4.472135955,30.06659276,A,True,False,2.642283737811691
3253,4,9,3,3,cell,95%,31,16,9,8,57,18.02775638,16.03121954,A,False,True,15.132745950421555
3255,4,10,3,2,cell,93%,28,32,8,9,57,2.828427125,32.06243908,A,True,False,3.09375
3256,4,10,3,3,cell,95%,32,17,9,9,64,17.11724277,17.11724277,A,False,True,13.601470508735444
