,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
14740,16,1,1,1,cell,97%,30,30,10,9,71,4.0,30.0,A,True,False,0.0
14741,16,2,1,1,cell,97%,29,29,9,9,64,5.099019514,29.01723626,A,True,False,2.4001290553308414
14742,16,3,1,1,cell,97%,29,29,9,9,64,5.099019514,29.01723626,A,True,False,0.0
14743,16,4,1,1,cell,97%,29,29,9,9,64,5.099019514,29.01723626,A,True,False,0.0
14744,16,5,2,1,cell,95%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,1.0
14745,16,5,2,2,cell,92%,30,24,5,6,24,10.0,24.0,A,False,True,11.349019513592786
14746,16,6,2,1,cell,96%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,0.0
14747,16,6,2,2,cell,96%,31,21,7,7,39,13.03840481,21.02379604,A,False,True,13.125794457292889
14748,16,7,2,1,cell,97%,29,29,8,9,57,5.099019514,29.01723626,A,True,False,2.09375
14749,16,7,2,2,cell,96%,31,20,8,7,44,14.03566885,20.02498439,A,False,True,13.32303902718557
14750,16,8,2,1,cell,97%,29,30,9,10,71,4.123105626,30.01666204,A,True,False,3.456140350877194
14751,16,8,2,2,cell,96%,32,21,8,8,51,13.15294644,21.09502311,A,False,True,9.596635324264899
14752,16,9,2,1,cell,97%,30,29,9,9,64,5.0,29.0,A,True,False,2.4001290553308414
14753,16,9,2,2,cell,95%,33,21,8,8,51,13.34166406,21.21320344,A,False,True,12.665759210246808
14754,16,10,2,1,cell,95%,28,19,9,8,57,15.13274595,19.10497317,A,False,True,11.29178902718557
14755,16,10,2,2,cell,97%,29,30,10,10,79,4.123105626,30.01666204,A,True,False,3.757963562373095
14756,16,11,2,1,cell,96%,28,20,8,8,51,14.14213562,20.09975124,A,False,True,13.594179418589246
14757,16,11,2,2,cell,97%,29,29,9,10,71,5.099019514,29.01723626,A,True,False,2.0126582278481013
14758,16,12,3,1,cell,95%,27,20,7,8,44,14.31782106,20.22374842,A,False,True,13.022361358701339
14759,16,12,3,2,cell,97%,30,31,10,10,79,3.0,31.0,A,True,False,3.362828540880072
14761,16,13,2,1,cell,95%,28,21,7,8,44,13.15294644,21.09502311,A,False,True,14.628418774021014
14762,16,13,2,2,cell,97%,30,29,9,9,64,5.0,29.0,A,True,False,3.89873417721519
14763,16,14,3,1,cell,95%,27,19,8,10,63,15.29705854,19.23538406,A,False,True,10.59655650891055
14764,16,14,3,2,cell,97%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,1.4142135623730951
14766,16,15,3,1,cell,96%,27,18,8,10,63,16.2788206,18.24828759,A,False,True,12.321775060596437
14767,16,15,3,2,cell,97%,29,30,9,10,71,4.123105626,30.01666204,A,True,False,1.09375
14770,16,16,3,2,cell,97%,29,29,11,11,96,5.099019514,29.01723626,A,True,False,4.52112676056338
14771,16,16,3,3,cell,93%,32,20,7,8,44,14.14213562,20.09975124,A,False,True,14.243123410319
14773,16,17,3,2,cell,97%,30,30,10,9,71,4.0,30.0,A,True,False,4.018380229039761
14774,16,17,3,3,cell,88%,32,20,8,8,51,14.14213562,20.09975124,A,False,True,14.174332980505138
14777,16,18,4,3,cell,97%,30,30,10,8,63,4.0,30.0,A,True,False,1.1267605633802813
14778,16,18,4,4,cell,94%,33,20,8,8,51,14.31782106,20.22374842,A,False,True,13.257207917361255
14781,16,19,4,3,cell,96%,30,31,9,8,57,3.0,31.0,A,True,False,1.9523809523809523
14782,16,19,4,4,cell,96%,33,20,8,8,51,14.31782106,20.22374842,A,False,True,12.345068413672456
14785,16,20,4,3,cell,96%,30,30,8,9,57,4.0,30.0,A,True,False,1.0
14786,16,20,4,4,cell,96%,33,18,8,8,51,16.2788206,18.24828759,A,False,True,14.394295643073702
14787,16,21,2,1,cell,97%,30,29,9,9,64,5.0,29.0,A,True,False,2.228070175438596
14788,16,21,2,2,cell,95%,32,21,7,8,44,13.15294644,21.09502311,A,False,True,11.500246211678855
14789,16,22,2,1,cell,96%,28,28,9,9,64,6.32455532,28.0713377,A,True,False,2.23606797749979
14790,16,22,2,2,cell,94%,32,19,6,8,38,15.13274595,19.10497317,A,False,True,14.26053902718557
