trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region
100,300,5,1,cell,87%,15,6,12,12,114,31.76476035,16.15549442,A
100,300,5,2,cell,26%,20,49,14,10,110,-18.02775638,50.009999,B
100,300,5,3,cell,85%,29,46,12,13,123,-12.04159458,46.01086828,B
100,300,5,4,cell,93%,30,29,10,10,79,5.0,29.0,A
100,300,5,5,cell,89%,35,5,10,10,79,29.42787794,7.071067812,A
100,301,4,1,cell,83%,15,6,12,12,114,31.76476035,16.15549442,A
100,301,4,2,cell,92%,29,46,12,12,114,-12.04159458,46.01086828,B
100,301,4,3,cell,96%,30,28,10,10,79,6.0,28.0,A
100,301,4,4,cell,90%,35,4,10,9,71,30.41381265,6.403124237,A
100,302,5,1,cell,52%,14,6,13,12,123,32.24903099,17.08800749,A
100,302,5,2,cell,32%,19,49,13,10,103,-18.60107524,50.21951812,B
100,302,5,3,cell,91%,29,46,12,12,114,-12.04159458,46.01086828,B
100,302,5,4,cell,94%,29,29,11,12,104,5.099019514,29.01723626,A
100,302,5,5,cell,82%,34,5,11,10,87,29.27456234,6.403124237,A
100,303,6,1,cell,56%,13,50,15,10,118,-23.34523506,52.81098371,B
100,303,6,2,cell,81%,15,6,12,13,123,31.76476035,16.15549442,A
100,303,6,3,cell,37%,20,48,13,11,113,-17.20465053,49.03060269,B
100,303,6,4,cell,93%,28,46,11,12,104,-12.16552506,46.04345773,B
100,303,6,5,cell,93%,30,28,9,9,64,6.0,28.0,A
100,303,6,6,cell,50%,35,5,11,10,87,29.42787794,7.071067812,A
100,304,8,1,cell,52%,3,4,7,8,44,40.36087214,27.29468813,A
100,304,8,2,cell,78%,13,10,14,11,121,29.41088234,19.72308292,A
100,304,8,3,cell,57%,13,48,15,10,118,-22.02271555,50.92150823,B
100,304,8,4,cell,87%,24,5,12,10,95,29.61418579,7.810249676,A
100,304,8,5,cell,46%,26,15,9,8,57,19.41648784,15.5241747,A
100,304,8,6,cell,93%,29,46,13,12,123,-12.04159458,46.01086828,B
100,304,8,7,cell,76%,33,20,9,11,78,14.31782106,20.22374842,A
100,304,8,8,cell,59%,33,7,9,11,78,27.16615541,7.615773106,A
100,305,6,1,cell,30%,3,4,7,9,50,40.36087214,27.29468813,A
100,305,6,2,cell,65%,13,10,14,11,121,29.41088234,19.72308292,A
100,305,6,3,cell,75%,12,49,13,10,103,-23.43074903,52.20153254,B
100,305,6,4,cell,90%,24,5,12,11,104,29.61418579,7.810249676,A
100,305,6,5,cell,91%,29,46,13,12,123,-12.04159458,46.01086828,B
100,305,6,6,cell,67%,32,23,11,12,104,11.18033989,23.08679276,A
100,306,6,1,cell,80%,3,5,7,10,55,39.62322551,27.45906044,A
100,306,6,2,cell,79%,14,49,14,9,99,-21.9317122,51.54609588,B
100,306,6,3,cell,89%,25,5,13,11,113,29.42787794,7.071067812,A
100,306,6,4,cell,92%,30,47,12,13,123,-13.0,47.0,B
100,306,6,5,cell,48%,34,22,9,10,71,12.64911064,22.36067977,A
100,306,6,6,cell,74%,35,9,8,12,76,25.49509757,10.29563014,A
100,307,8,1,cell,81%,3,5,7,10,55,39.62322551,27.45906044,A
100,307,8,2,cell,73%,13,49,15,10,118,-22.6715681,51.86520992,B
100,307,8,3,cell,45%,13,11,13,11,113,28.60069929,20.24845673,A
100,307,8,4,cell,91%,24,5,12,10,95,29.61418579,7.810249676,A
100,307,8,5,cell,93%,29,46,13,13,133,-12.04159458,46.01086828,B
100,307,8,6,cell,44%,27,15,9,8,57,19.23538406,15.29705854,A
100,307,8,7,cell,46%,33,23,10,13,103,11.40175425,23.19482701,A
100,307,8,8,cell,82%,33,7,9,9,64,27.16615541,7.615773106,A
100,308,6,1,cell,87%,4,5,7,12,66,38.94868419,26.47640459,A
100,308,6,2,cell,54%,13,11,12,11,104,28.60069929,20.24845673,A
100,308,6,3,cell,85%,15,50,14,10,110,-21.9317122,52.20153254,B
100,308,6,4,cell,93%,25,6,13,10,103,28.44292531,7.810249676,A
100,308,6,5,cell,90%,30,47,11,14,121,-13.0,47.0,B
100,308,6,6,cell,71%,34,8,8,11,70,26.30589288,8.94427191,A
100,309,8,1,cell,81%,4,5,7,12,66,38.94868419,26.47640459,A
100,309,8,2,cell,28%,12,12,11,11,96,28.42534081,21.63330765,A
100,309,8,3,cell,73%,14,50,15,11,130,-22.627417,52.49761899,B
100,309,8,4,cell,92%,25,5,12,10,95,29.42787794,7.071067812,A
100,309,8,5,cell,42%,28,16,9,9,64,18.11077028,16.1245155,A
100,309,8,6,cell,91%,30,47,13,13,133,-13.0,47.0,B
100,309,8,7,cell,57%,33,23,9,12,85,11.40175425,23.19482701,A
100,309,8,8,cell,75%,34,8,8,11,70,26.30589288,8.94427191,A
100,310,7,1,cell,57%,3,4,7,9,50,40.36087214,27.29468813,A
100,310,7,2,cell,85%,13,48,15,10,118,-22.02271555,50.92150823,B
100,310,7,3,cell,61%,12,10,12,11,104,30.0,20.59126028,A
100,310,7,4,cell,89%,25,4,12,9,85,30.41381265,6.403124237,A
100,310,7,5,cell,92%,29,46,13,13,133,-12.04159458,46.01086828,B
100,310,7,6,cell,50%,33,7,11,10,87,27.16615541,7.615773106,A
100,310,7,7,cell,82%,33,21,9,11,78,13.34166406,21.21320344,A
100,311,8,1,cell,88%,4,4,8,11,70,39.69886648,26.30589288,A
100,311,8,2,cell,86%,15,49,14,10,110,-21.21320344,51.2445119,B
100,311,8,3,cell,58%,14,11,11,11,96,28.01785145,19.41648784,A
100,311,8,4,cell,91%,25,5,11,10,87,29.42787794,7.071067812,A
100,311,8,5,cell,27%,30,14,10,7,55,20.0,14.0,A
100,311,8,6,cell,91%,32,46,14,14,154,-12.16552506,46.04345773,B
100,311,8,7,cell,79%,34,7,9,10,71,27.29468813,8.062257748,A
100,311,8,8,cell,69%,35,21,9,10,71,13.92838828,21.58703314,A
100,312,6,1,cell,88%,3,5,7,12,66,39.62322551,27.45906044,A
100,312,6,2,cell,87%,14,49,15,11,130,-21.9317122,51.54609588,B
100,312,6,3,cell,29%,13,11,10,11,87,28.60069929,20.24845673,A
100,312,6,4,cell,89%,25,5,10,11,87,29.42787794,7.071067812,A
100,312,6,5,cell,90%,30,46,13,14,143,-12.0,46.0,B
100,312,6,6,cell,66%,34,7,8,11,70,27.29468813,8.062257748,A
100,313,6,1,cell,84%,4,5,7,12,66,38.94868419,26.47640459,A
100,313,6,2,cell,70%,15,49,16,11,139,-21.21320344,51.2445119,B
100,313,6,3,cell,59%,15,12,14,12,132,26.62705391,19.20937271,A
100,313,6,4,cell,93%,26,5,13,10,103,29.27456234,6.403124237,A
100,313,6,5,cell,53%,29,16,10,8,63,18.02775638,16.03121954,A
100,313,6,6,cell,88%,32,47,14,13,143,-13.15294644,47.04253395,B
100,314,7,1,cell,71%,4,5,6,12,57,38.94868419,26.47640459,A
100,314,7,2,cell,82%,14,50,14,10,110,-22.627417,52.49761899,B
100,314,7,3,cell,80%,14,13,12,12,114,26.40075756,20.61552813,A
100,314,7,4,cell,83%,27,4,12,9,85,30.14962686,5.0,A
100,314,7,5,cell,56%,29,15,10,9,71,19.02629759,15.03329638,A
100,314,7,6,cell,90%,30,47,12,14,132,-13.0,47.0,B
100,314,7,7,cell,84%,34,23,10,13,103,11.70469991,23.34523506,A
100,315,8,1,cell,85%,4,4,8,9,57,39.69886648,26.30589288,A
100,315,8,2,cell,90%,15,47,14,13,143,-19.84943324,49.33558553,B
100,315,8,3,cell,87%,15,10,14,11,121,28.3019434,18.02775638,A
100,315,8,4,cell,88%,31,46,12,14,132,-12.04159458,46.01086828,B
100,315,8,5,cell,75%,29,12,8,8,51,22.02271555,12.04159458,A
100,315,8,6,cell,85%,34,6,9,11,78,28.28427125,7.211102551,A
100,315,8,7,cell,59%,35,22,9,12,85,13.0,22.56102835,A
100,315,8,8,cell,73%,56,4,7,9,50,39.69886648,26.30589288,A
100,316,7,1,cell,88%,5,5,8,10,63,38.28837944,25.49509757,A
100,316,7,2,cell,86%,15,48,15,10,118,-20.51828453,50.28916384,B
100,316,7,3,cell,92%,16,11,15,12,142,26.92582404,17.80449381,A
100,316,7,4,cell,59%,30,14,11,10,87,20.0,14.0,A
100,316,7,5,cell,91%,31,46,13,14,143,-12.04159458,46.01086828,B
100,316,7,6,cell,34%,33,21,11,13,113,13.34166406,21.21320344,A
100,316,7,7,cell,88%,34,5,8,11,70,29.27456234,6.403124237,A
100,317,6,1,cell,87%,5,5,8,10,63,38.28837944,25.49509757,A
100,317,6,2,cell,92%,15,47,15,12,142,-19.84943324,49.33558553,B
100,317,6,3,cell,79%,15,10,13,10,103,28.3019434,18.02775638,A
100,317,6,4,cell,28%,31,14,12,10,95,20.02498439,14.03566885,A
100,317,6,5,cell,89%,30,45,11,13,113,-11.0,45.0,B
100,317,6,6,cell,71%,34,5,9,11,78,29.27456234,6.403124237,A
100,318,6,1,cell,89%,3,5,7,11,61,39.62322551,27.45906044,A
100,318,6,2,cell,88%,15,47,16,13,164,-19.84943324,49.33558553,B
100,318,6,3,cell,90%,15,11,15,12,142,27.45906044,18.60107524,A
100,318,6,4,cell,67%,29,15,11,10,87,19.02629759,15.03329638,A
100,318,6,5,cell,89%,31,45,12,14,132,-11.04536102,45.01110974,B
100,318,6,6,cell,86%,32,5,9,10,71,29.06888371,5.385164807,A
100,319,7,1,cell,85%,5,4,8,11,70,39.05124838,25.3179778,A
100,319,7,2,cell,78%,16,48,17,11,147,-19.79898987,50.0,B
100,319,7,3,cell,92%,16,11,15,11,130,26.92582404,17.80449381,A
100,319,7,4,cell,78%,30,14,9,9,64,20.0,14.0,A
100,319,7,5,cell,93%,32,46,13,14,143,-12.16552506,46.04345773,B
100,319,7,6,cell,25%,33,23,9,8,57,11.40175425,23.19482701,A
100,319,7,7,cell,89%,33,6,9,10,71,28.16025568,6.708203932,A
100,320,5,1,cell,81%,4,5,6,12,57,38.94868419,26.47640459,A
100,320,5,2,cell,84%,15,49,16,11,139,-21.21320344,51.2445119,B
100,320,5,3,cell,87%,14,12,13,11,113,27.20294102,20.0,A
100,320,5,4,cell,88%,30,47,12,14,132,-13.0,47.0,B
100,320,5,5,cell,86%,32,9,11,12,104,25.07987241,9.219544457,A
100,321,5,1,cell,87%,3,5,7,12,66,39.62322551,27.45906044,A
100,321,5,2,cell,70%,16,48,16,11,139,-19.79898987,50.0,B
100,321,5,3,cell,91%,16,12,15,12,142,26.07680962,18.43908891,A
100,321,5,4,cell,92%,31,46,13,14,143,-12.04159458,46.01086828,B
100,321,5,5,cell,90%,32,7,10,12,95,27.07397274,7.280109889,A
100,322,5,1,cell,84%,3,5,7,11,61,39.62322551,27.45906044,A
100,322,5,2,cell,91%,14,47,15,13,154,-20.61552813,49.64876635,B
100,322,5,3,cell,33%,13,11,13,11,113,28.60069929,20.24845673,A
100,322,5,4,cell,80%,25,5,14,10,110,29.42787794,7.071067812,A
100,322,5,5,cell,89%,30,45,12,13,123,-11.0,45.0,B
100,323,5,1,cell,77%,4,5,7,12,66,38.94868419,26.47640459,A
100,323,5,2,cell,80%,14,48,15,12,142,-21.26029163,50.59644256,B
100,323,5,3,cell,36%,14,12,12,10,95,27.20294102,20.0,A
100,323,5,4,cell,86%,26,5,14,11,121,29.27456234,6.403124237,A
100,323,5,5,cell,91%,32,46,13,13,133,-12.16552506,46.04345773,B
100,324,4,1,cell,75%,4,5,6,12,57,38.94868419,26.47640459,A
100,324,4,2,cell,25%,16,49,15,12,142,-20.51828453,50.96076922,B
100,324,4,3,cell,89%,24,4,10,11,87,30.59411708,7.211102551,A
100,324,4,4,cell,85%,30,46,12,13,123,-12.0,46.0,B
100,325,4,1,cell,72%,3,5,6,11,52,39.62322551,27.45906044,A
100,325,4,2,cell,30%,14,48,16,13,164,-21.26029163,50.59644256,B
100,325,4,3,cell,87%,26,5,14,11,121,29.27456234,6.403124237,A
100,325,4,4,cell,89%,30,45,13,13,133,-11.0,45.0,B
100,326,4,1,cell,78%,4,4,6,11,52,39.69886648,26.30589288,A
100,326,4,2,cell,70%,14,48,15,13,154,-21.26029163,50.59644256,B
100,326,4,3,cell,87%,25,4,12,11,104,30.41381265,6.403124237,A
100,326,4,4,cell,89%,30,46,13,14,143,-12.0,46.0,B
100,327,3,1,cell,78%,7,18,15,13,154,28.01785145,29.20616373,A
100,327,3,2,cell,87%,17,4,11,11,96,32.69556545,13.60147051,A
100,327,3,3,cell,93%,31,25,11,13,113,9.055385138,25.01999201,A
100,328,3,1,cell,80%,7,18,12,13,123,28.01785145,29.20616373,A
100,328,3,2,cell,75%,14,4,11,11,96,34.0,16.4924225,A
100,328,3,3,cell,94%,30,24,11,14,121,10.0,24.0,A
100,329,3,1,cell,87%,8,20,13,15,154,26.07680962,29.73213749,A
100,329,3,2,cell,80%,14,5,10,11,87,33.12099032,16.76305461,A
100,329,3,3,cell,95%,31,25,11,13,113,9.055385138,25.01999201,A
100,330,3,1,cell,83%,7,20,13,15,154,26.92582404,30.47950131,A
100,330,3,2,cell,44%,13,5,11,13,113,33.61547263,17.72004515,A
100,330,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,331,3,1,cell,81%,7,21,13,16,164,26.41968963,31.144823,A
100,331,3,2,cell,58%,13,6,11,12,104,32.75667871,18.02775638,A
100,331,3,3,cell,92%,30,25,10,12,95,9.0,25.0,A
100,332,3,1,cell,83%,8,21,14,15,165,25.55386468,30.41381265,A
100,332,3,2,cell,80%,14,5,10,11,87,33.12099032,16.76305461,A
100,332,3,3,cell,93%,31,25,11,13,113,9.055385138,25.01999201,A
100,333,3,1,cell,74%,9,20,14,14,154,25.23885893,29.0,A
100,333,3,2,cell,80%,13,5,11,12,104,33.61547263,17.72004515,A
100,333,3,3,cell,94%,31,24,10,13,103,10.04987562,24.0208243,A
100,334,3,1,cell,81%,7,21,13,14,143,26.41968963,31.144823,A
100,334,3,2,cell,76%,13,5,10,11,87,33.61547263,17.72004515,A
100,334,3,3,cell,93%,31,25,10,13,103,9.055385138,25.01999201,A
100,335,3,1,cell,72%,7,21,14,16,176,26.41968963,31.144823,A
100,335,3,2,cell,66%,13,5,11,13,113,33.61547263,17.72004515,A
100,335,3,3,cell,95%,30,25,10,14,110,9.0,25.0,A
100,336,3,1,cell,87%,8,20,14,15,165,26.07680962,29.73213749,A
100,336,3,2,cell,81%,14,5,10,11,87,33.12099032,16.76305461,A
100,336,3,3,cell,96%,32,24,11,12,104,10.19803903,24.08318916,A
100,337,3,1,cell,88%,8,21,14,15,165,25.55386468,30.41381265,A
100,337,3,2,cell,72%,13,5,10,11,87,33.61547263,17.72004515,A
100,337,3,3,cell,94%,31,25,11,13,113,9.055385138,25.01999201,A
100,338,3,1,cell,78%,8,20,14,15,165,26.07680962,29.73213749,A
100,338,3,2,cell,64%,13,5,11,12,104,33.61547263,17.72004515,A
100,338,3,3,cell,94%,30,23,10,13,103,11.0,23.0,A
100,339,3,1,cell,83%,8,21,15,16,189,25.55386468,30.41381265,A
100,339,3,2,cell,82%,13,5,10,11,87,33.61547263,17.72004515,A
100,339,3,3,cell,94%,31,25,11,12,104,9.055385138,25.01999201,A
100,340,3,1,cell,73%,7,20,14,15,165,26.92582404,30.47950131,A
100,340,3,2,cell,37%,13,5,11,12,104,33.61547263,17.72004515,A
100,340,3,3,cell,94%,30,24,11,14,121,10.0,24.0,A
100,341,3,1,cell,86%,8,21,14,15,165,25.55386468,30.41381265,A
100,341,3,2,cell,86%,13,5,10,11,87,33.61547263,17.72004515,A
100,341,3,3,cell,94%,30,25,11,13,113,9.0,25.0,A
100,342,3,1,cell,87%,7,21,14,15,165,26.41968963,31.144823,A
100,342,3,2,cell,67%,12,5,10,11,87,34.13209633,18.68154169,A
100,342,3,3,cell,95%,31,24,10,13,103,10.04987562,24.0208243,A
100,343,3,1,cell,80%,8,22,14,16,176,25.05992817,31.11269837,A
100,343,3,2,cell,55%,12,5,10,12,95,34.13209633,18.68154169,A
100,343,3,3,cell,95%,30,25,11,14,121,9.0,25.0,A
100,344,3,1,cell,87%,7,20,13,15,154,26.92582404,30.47950131,A
100,344,3,2,cell,63%,12,5,10,12,95,34.13209633,18.68154169,A
100,344,3,3,cell,94%,30,23,11,13,113,11.0,23.0,A
100,345,3,1,cell,62%,7,21,14,16,176,26.41968963,31.144823,A
100,345,3,2,cell,40%,12,6,11,12,104,33.28663395,18.97366596,A
100,345,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,346,3,1,cell,84%,8,21,14,15,165,25.55386468,30.41381265,A
100,346,3,2,cell,63%,12,6,10,12,95,33.28663395,18.97366596,A
100,346,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,347,3,1,cell,80%,7,21,14,16,176,26.41968963,31.144823,A
100,347,3,2,cell,53%,12,5,10,12,95,34.13209633,18.68154169,A
100,347,3,3,cell,94%,31,24,10,13,103,10.04987562,24.0208243,A
100,348,3,1,cell,84%,7,21,14,15,165,26.41968963,31.144823,A
100,348,3,2,cell,70%,11,6,11,12,104,33.83784863,19.92485885,A
100,348,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,349,3,1,cell,78%,8,21,14,16,176,25.55386468,30.41381265,A
100,349,3,2,cell,68%,12,5,10,12,95,34.13209633,18.68154169,A
100,349,3,3,cell,94%,30,25,11,14,121,9.0,25.0,A
100,350,3,1,cell,90%,7,20,13,15,154,26.92582404,30.47950131,A
100,350,3,2,cell,44%,11,5,11,12,104,34.66987165,19.6468827,A
100,350,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,351,3,1,cell,80%,8,20,14,15,165,26.07680962,29.73213749,A
100,351,3,2,cell,62%,12,5,10,12,95,34.13209633,18.68154169,A
100,351,3,3,cell,96%,30,24,11,13,113,10.0,24.0,A
100,352,3,1,cell,83%,7,21,14,16,176,26.41968963,31.144823,A
100,352,3,2,cell,58%,12,6,12,12,114,33.28663395,18.97366596,A
100,352,3,3,cell,95%,30,24,10,12,95,10.0,24.0,A
100,353,3,1,cell,91%,7,20,13,15,154,26.92582404,30.47950131,A
100,353,3,2,cell,35%,13,5,11,12,104,33.61547263,17.72004515,A
100,353,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,354,3,1,cell,88%,7,21,13,15,154,26.41968963,31.144823,A
100,354,3,2,cell,35%,11,5,11,12,104,34.66987165,19.6468827,A
100,354,3,3,cell,94%,30,23,11,13,113,11.0,23.0,A
100,355,3,1,cell,73%,7,22,14,16,176,25.94224354,31.82766093,A
100,355,3,2,cell,41%,12,6,10,12,95,33.28663395,18.97366596,A
100,355,3,3,cell,95%,31,25,10,14,110,9.055385138,25.01999201,A
100,356,3,1,cell,91%,7,22,12,15,142,25.94224354,31.82766093,A
100,356,3,2,cell,79%,11,5,11,11,96,34.66987165,19.6468827,A
100,356,3,3,cell,90%,28,24,10,12,95,10.19803903,24.08318916,A
100,357,3,1,cell,74%,8,22,14,15,165,25.05992817,31.11269837,A
100,357,3,2,cell,76%,12,6,12,13,123,33.28663395,18.97366596,A
100,357,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,358,3,1,cell,86%,8,21,14,15,165,25.55386468,30.41381265,A
100,358,3,2,cell,68%,12,5,11,12,104,34.13209633,18.68154169,A
100,358,3,3,cell,95%,31,24,11,14,121,10.04987562,24.0208243,A
100,359,3,1,cell,88%,8,21,13,15,154,25.55386468,30.41381265,A
100,359,3,2,cell,79%,11,6,11,12,104,33.83784863,19.92485885,A
100,359,3,3,cell,94%,30,24,10,14,110,10.0,24.0,A
100,360,3,1,cell,85%,6,22,13,15,154,26.83281573,32.55764119,A
100,360,3,2,cell,77%,10,6,10,10,79,34.40930107,20.88061302,A
100,360,3,3,cell,96%,29,25,10,14,110,9.055385138,25.01999201,A
100,361,3,1,cell,84%,7,22,13,15,154,25.94224354,31.82766093,A
100,361,3,2,cell,77%,11,5,11,11,96,34.66987165,19.6468827,A
100,361,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,362,3,1,cell,90%,6,21,13,15,154,27.29468813,31.89043744,A
100,362,3,2,cell,84%,11,5,10,11,87,34.66987165,19.6468827,A
100,362,3,3,cell,96%,30,24,10,13,103,10.0,24.0,A
100,363,3,1,cell,78%,8,21,14,16,176,25.55386468,30.41381265,A
100,363,3,2,cell,65%,11,5,11,12,104,34.66987165,19.6468827,A
100,363,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,364,3,1,cell,89%,8,22,14,16,176,25.05992817,31.11269837,A
100,364,3,2,cell,82%,11,5,11,11,96,34.66987165,19.6468827,A
100,364,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,365,3,1,cell,91%,7,22,13,15,154,25.94224354,31.82766093,A
100,365,3,2,cell,80%,11,5,11,11,96,34.66987165,19.6468827,A
100,365,3,3,cell,96%,30,24,10,13,103,10.0,24.0,A
100,366,3,1,cell,80%,8,21,14,17,187,25.55386468,30.41381265,A
100,366,3,2,cell,58%,12,5,10,12,95,34.13209633,18.68154169,A
100,366,3,3,cell,94%,30,24,11,13,113,10.0,24.0,A
100,367,3,1,cell,76%,8,21,14,15,165,25.55386468,30.41381265,A
100,367,3,2,cell,51%,11,5,11,12,104,34.66987165,19.6468827,A
100,367,3,3,cell,95%,30,24,10,14,110,10.0,24.0,A
100,368,3,1,cell,91%,7,21,13,15,154,26.41968963,31.144823,A
100,368,3,2,cell,54%,11,5,11,11,96,34.66987165,19.6468827,A
100,368,3,3,cell,94%,30,23,11,13,113,11.0,23.0,A
100,369,3,1,cell,89%,6,21,13,15,154,27.29468813,31.89043744,A
100,369,3,2,cell,79%,11,5,11,11,96,34.66987165,19.6468827,A
100,369,3,3,cell,95%,29,23,10,13,103,11.04536102,23.02172887,A
100,370,3,1,cell,88%,7,23,13,14,143,25.49509757,32.52691193,A
100,370,3,2,cell,82%,11,6,10,12,95,33.83784863,19.92485885,A
100,370,3,3,cell,95%,30,24,10,13,103,10.0,24.0,A
100,371,3,1,cell,89%,8,22,14,15,165,25.05992817,31.11269837,A
100,371,3,2,cell,80%,11,6,11,12,104,33.83784863,19.92485885,A
100,371,3,3,cell,95%,30,25,10,14,110,9.0,25.0,A
100,372,3,1,cell,89%,7,22,14,15,165,25.94224354,31.82766093,A
100,372,3,2,cell,71%,11,5,11,12,104,34.66987165,19.6468827,A
100,372,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,373,3,1,cell,83%,7,21,13,16,164,26.41968963,31.144823,A
100,373,3,2,cell,61%,11,5,11,11,96,34.66987165,19.6468827,A
100,373,3,3,cell,94%,30,24,11,12,104,10.0,24.0,A
100,374,3,1,cell,77%,8,22,14,15,165,25.05992817,31.11269837,A
100,374,3,2,cell,75%,11,6,11,12,104,33.83784863,19.92485885,A
100,374,3,3,cell,95%,30,25,10,13,103,9.0,25.0,A
100,375,3,1,cell,90%,8,21,14,15,165,25.55386468,30.41381265,A
100,375,3,2,cell,66%,11,5,10,12,95,34.66987165,19.6468827,A
100,375,3,3,cell,94%,30,24,11,13,113,10.0,24.0,A
100,376,3,1,cell,91%,6,21,12,16,151,27.29468813,31.89043744,A
100,376,3,2,cell,83%,11,5,10,10,79,34.66987165,19.6468827,A
100,376,3,3,cell,95%,29,23,11,13,113,11.04536102,23.02172887,A
100,377,3,1,cell,82%,8,21,14,15,165,25.55386468,30.41381265,A
100,377,3,2,cell,69%,12,6,10,12,95,33.28663395,18.97366596,A
100,377,3,3,cell,94%,31,24,10,13,103,10.04987562,24.0208243,A
100,378,2,1,cell,84%,7,21,14,15,165,26.41968963,31.144823,A
100,378,2,2,cell,95%,30,24,11,14,121,10.0,24.0,A
100,379,3,1,cell,61%,7,22,15,16,189,25.94224354,31.82766093,A
100,379,3,2,cell,71%,11,5,11,11,96,34.66987165,19.6468827,A
100,379,3,3,cell,94%,30,24,10,12,95,10.0,24.0,A
100,380,3,1,cell,87%,7,22,13,16,164,25.94224354,31.82766093,A
100,380,3,2,cell,56%,11,5,11,12,104,34.66987165,19.6468827,A
100,380,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,381,3,1,cell,89%,7,21,14,15,165,26.41968963,31.144823,A
100,381,3,2,cell,76%,11,5,11,11,96,34.66987165,19.6468827,A
100,381,3,3,cell,96%,29,24,11,13,113,10.04987562,24.0208243,A
100,382,3,1,cell,83%,8,21,13,15,154,25.55386468,30.41381265,A
100,382,3,2,cell,58%,12,4,11,11,96,34.98571137,18.43908891,A
100,382,3,3,cell,94%,30,24,11,14,121,10.0,24.0,A
100,383,3,1,cell,67%,8,21,14,15,165,25.55386468,30.41381265,A
100,383,3,2,cell,70%,12,6,11,12,104,33.28663395,18.97366596,A
100,383,3,3,cell,94%,30,24,10,13,103,10.0,24.0,A
100,384,3,1,cell,85%,9,22,14,16,176,24.18677324,30.41381265,A
100,384,3,2,cell,75%,12,5,10,11,87,34.13209633,18.68154169,A
100,384,3,3,cell,93%,31,24,10,13,103,10.04987562,24.0208243,A
100,385,3,1,cell,85%,7,22,13,15,154,25.94224354,31.82766093,A
100,385,3,2,cell,78%,11,5,11,11,96,34.66987165,19.6468827,A
100,385,3,3,cell,95%,29,24,10,13,103,10.04987562,24.0208243,A
100,386,3,1,cell,57%,8,21,14,17,187,25.55386468,30.41381265,A
100,386,3,2,cell,63%,11,5,11,11,96,34.66987165,19.6468827,A
100,386,3,3,cell,94%,30,24,10,13,103,10.0,24.0,A
100,387,3,1,cell,83%,7,22,13,16,164,25.94224354,31.82766093,A
100,387,3,2,cell,60%,11,6,11,12,104,33.83784863,19.92485885,A
100,387,3,3,cell,94%,30,24,11,14,121,10.0,24.0,A
100,388,3,1,cell,76%,8,22,14,16,176,25.05992817,31.11269837,A
100,388,3,2,cell,63%,11,5,11,11,96,34.66987165,19.6468827,A
100,388,3,3,cell,95%,30,24,11,13,113,10.0,24.0,A
100,389,3,1,cell,83%,8,22,13,15,154,25.05992817,31.11269837,A
100,389,3,2,cell,74%,11,5,11,11,96,34.66987165,19.6468827,A
100,389,3,3,cell,95%,30,25,11,14,121,9.0,25.0,A
100,390,4,1,cell,76%,5,18,9,17,121,29.68164416,30.8058436,A
100,390,4,2,cell,95%,26,20,11,13,113,14.56021978,20.39607805,A
100,390,4,3,cell,91%,35,45,11,11,96,-12.08304597,45.27692569,B
100,390,4,4,cell,84%,49,46,16,10,126,-22.47220505,49.76946855,B
100,391,5,1,cell,81%,5,18,9,16,114,29.68164416,30.8058436,A
100,391,5,2,cell,38%,8,3,12,6,57,38.01315562,22.20360331,A
100,391,5,3,cell,95%,26,20,10,13,103,14.56021978,20.39607805,A
100,391,5,4,cell,92%,33,46,11,10,87,-12.36931688,46.09772229,B
100,391,5,5,cell,63%,47,46,16,9,114,-20.80865205,49.04079934,B
