,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,is_mother_cell,is_daughter_cell,last_mother_cost
4475,5,1,2,1,cell,93%,26,21,8,9,57,13.60147051,21.37755833,A,False,True,10.23185572637271
4476,5,1,2,2,cell,96%,27,30,8,8,51,5.0,30.14962686,A,True,False,0.0
4477,5,2,2,1,cell,95%,26,21,7,8,44,13.60147051,21.37755833,A,False,True,10.42793415774526
4478,5,2,2,2,cell,95%,28,30,9,10,71,4.472135955,30.06659276,A,True,False,4.92156862745098
4479,5,3,3,1,cell,94%,28,30,9,9,64,4.472135955,30.06659276,A,True,False,0.9859154929577463
4481,5,3,3,3,cell,93%,28,20,7,7,39,14.14213562,20.09975124,A,False,True,14.507042253521126
4482,5,4,2,1,cell,86%,29,29,10,8,63,5.099019514,29.01723626,A,True,False,1.5704635623730951
4483,5,4,2,2,cell,95%,29,21,7,8,44,13.03840481,21.02379604,A,False,True,12.180385138137417
4484,5,5,3,1,cell,92%,29,30,8,9,57,4.123105626,30.01666204,A,True,False,1.9523809523809523
4485,5,5,3,2,cell,94%,29,20,7,7,39,14.03566885,20.02498439,A,False,True,12.80952380952381
4487,5,6,3,1,cell,85%,29,30,8,9,57,4.123105626,30.01666204,A,True,False,0.0
4489,5,6,3,3,cell,93%,28,21,7,7,39,13.15294644,21.09502311,A,False,True,12.213279874979523
4490,5,7,3,1,cell,85%,29,30,9,9,64,4.123105626,30.01666204,A,True,False,1.2280701754385959
4492,5,7,3,3,cell,94%,29,20,7,7,39,14.03566885,20.02498439,A,False,True,13.157894736842106
4493,5,8,3,1,cell,94%,27,29,9,8,57,5.830951895,29.15475947,A,True,False,3.32981797749979
4495,5,8,3,3,cell,93%,27,19,7,7,39,15.29705854,19.23538406,A,False,True,15.086589887498947
4496,5,9,3,1,cell,95%,27,29,9,9,64,5.830951895,29.15475947,A,True,False,1.2280701754385959
4498,5,9,3,3,cell,94%,28,20,7,8,44,14.14213562,20.09975124,A,False,True,11.336086892523383
4499,5,10,3,1,cell,93%,28,29,9,9,64,5.385164807,29.06888371,A,True,False,1.0
4501,5,10,3,3,cell,93%,28,19,7,7,39,15.13274595,19.10497317,A,False,True,13.95612562112089
4502,5,11,3,1,cell,96%,27,30,9,9,64,5.0,30.14962686,A,True,False,1.4142135623730951
4504,5,11,3,3,cell,93%,28,20,8,7,44,14.14213562,20.09975124,A,False,True,12.125
4505,5,12,3,1,cell,89%,28,30,9,8,57,4.472135955,30.06659276,A,True,False,2.09375
4506,5,12,3,2,cell,93%,28,20,9,7,50,14.14213562,20.09975124,A,False,True,12.23737562112089
4509,5,13,2,2,cell,94%,29,23,7,7,39,11.04536102,23.02172887,A,True,False,10.228962548707582
4511,5,14,3,2,cell,94%,28,24,7,7,39,10.19803903,24.08318916,A,True,False,1.4142135623730951
4514,5,15,3,2,cell,93%,28,23,7,7,39,11.18033989,23.08679276,A,True,False,1.0
4516,5,16,2,1,cell,95%,28,22,8,8,51,12.16552506,22.09072203,A,True,False,4.076923076923077
4518,5,17,3,1,cell,96%,30,28,10,9,71,6.0,28.0,A,False,True,10.246123947787739
4519,5,17,3,2,cell,94%,29,18,9,7,50,16.03121954,18.02775638,A,True,False,4.31918405699021
4521,5,18,2,1,cell,93%,29,23,10,11,87,11.04536102,23.02172887,A,True,False,12.4
4523,5,19,2,1,cell,95%,28,29,9,8,57,5.385164807,29.06888371,A,True,False,9.531038392367185
4524,5,19,2,2,cell,95%,29,38,7,7,39,-4.123105626,38.01315562,B,False,True,20.517241379310345
4525,5,20,2,1,cell,96%,28,30,9,8,57,4.472135955,30.06659276,A,True,False,1.0
4526,5,20,2,2,cell,96%,28,39,8,9,57,-5.385164807,39.05124838,B,False,True,10.0
4527,5,21,2,1,cell,97%,29,29,9,8,57,5.099019514,29.01723626,A,True,False,1.4142135623730951
4528,5,21,2,2,cell,96%,30,40,9,10,71,-6.0,40.0,B,False,True,12.654179378062764
4529,5,22,2,1,cell,96%,28,29,10,8,63,5.385164807,29.06888371,A,True,False,2.0526315789473695
4530,5,22,2,2,cell,96%,29,40,10,10,79,-6.08276253,40.01249805,B,False,True,14.859649122807019
4531,5,23,2,1,cell,96%,29,40,10,11,87,-6.08276253,40.01249805,B,False,True,14.854884826711071
4532,5,23,2,2,cell,96%,29,28,10,9,71,6.08276253,28.01785145,A,True,False,2.6840548322143647
4533,5,24,2,1,cell,96%,29,28,10,8,63,6.08276253,28.01785145,A,True,False,1.1267605633802813
4534,5,24,2,2,cell,95%,29,40,10,11,87,-6.08276253,40.01249805,B,False,True,14.253521126760562
4536,5,25,3,2,cell,95%,28,30,10,8,63,4.472135955,30.06659276,A,True,False,2.23606797749979
4537,5,25,3,3,cell,92%,29,37,6,6,29,-3.16227766,37.01351105,B,False,True,14.396825396825397
4539,5,26,3,2,cell,95%,28,30,10,9,71,4.472135955,30.06659276,A,True,False,1.2698412698412698
4540,5,26,3,3,cell,94%,28,40,7,8,44,-6.32455532,40.04996879,B,False,True,13.015873015873016
4541,5,27,2,1,cell,96%,28,28,10,8,63,6.32455532,28.0713377,A,True,False,3.126760563380281
4542,5,27,2,2,cell,96%,28,38,7,8,44,-4.472135955,38.05259518,B,False,True,11.802816901408452
4543,5,28,2,1,cell,96%,28,29,9,8,57,5.385164807,29.06888371,A,True,False,1.9523809523809523
4544,5,28,2,2,cell,96%,28,39,9,10,71,-5.385164807,39.05124838,B,False,True,12.269841269841269
4545,5,29,2,1,cell,96%,28,28,9,9,64,6.32455532,28.0713377,A,True,False,2.228070175438596
4546,5,29,2,2,cell,96%,28,40,9,10,71,-6.32455532,40.04996879,B,False,True,13.456140350877194
4547,5,30,2,1,cell,96%,29,40,10,11,87,-6.08276253,40.01249805,B,False,True,15.635344578792294
4548,5,30,2,2,cell,96%,28,29,9,10,71,5.385164807,29.06888371,A,True,False,2.09375
4550,5,31,3,2,cell,96%,28,30,10,10,79,4.472135955,30.06659276,A,True,False,2.1267605633802824
4551,5,31,3,3,cell,95%,28,41,9,11,78,-7.280109889,41.0487515,B,False,True,12.985915492957748
4553,5,32,3,2,cell,96%,29,29,11,10,87,5.099019514,29.01723626,A,True,False,2.426871790221197
4554,5,32,3,3,cell,87%,30,34,7,5,28,0.0,34.0,B,False,True,10.927832157531224
4556,5,33,4,2,cell,95%,29,29,10,9,71,5.099019514,29.01723626,A,True,False,1.839080459770115
4557,5,33,4,3,cell,93%,29,37,7,6,33,-3.16227766,37.01351105,B,False,True,14.206896551724139
4560,5,34,4,2,cell,95%,29,28,10,8,63,6.08276253,28.01785145,A,True,False,2.126760563380281
4561,5,34,4,3,cell,95%,28,37,7,8,44,-3.605551275,37.05401463,B,False,True,11.865074649707001
4564,5,35,4,2,cell,70%,29,27,9,10,71,7.071067812,27.01851217,A,True,False,2.2698412698412698
4565,5,35,4,3,cell,93%,29,37,7,9,50,-3.16227766,37.01351105,B,False,True,11.063492063492063
4568,5,36,4,2,cell,95%,28,29,10,9,71,5.385164807,29.06888371,A,True,False,2.23606797749979
4569,5,36,4,3,cell,95%,29,40,8,8,51,-6.08276253,40.01249805,B,False,True,15.816901408450704
4571,5,37,2,1,cell,96%,28,27,10,9,71,7.280109889,27.07397274,A,True,False,2.0
4572,5,37,2,2,cell,95%,28,38,9,11,78,-4.472135955,38.05259518,B,False,True,9.985915492957748
4574,5,38,3,2,cell,96%,28,27,10,9,71,7.280109889,27.07397274,A,True,False,0.0
4575,5,38,3,3,cell,96%,29,39,9,11,78,-5.099019514,39.01281841,B,False,True,13.027510071750042
4576,5,39,2,1,cell,96%,28,30,11,8,70,4.472135955,30.06659276,A,True,False,3.140845070422535
4577,5,39,2,2,cell,96%,27,20,9,8,57,14.31782106,20.22374842,A,False,True,9.042898797780968
4578,5,40,3,1,cell,94%,28,19,10,8,63,15.13274595,19.10497317,A,False,True,12.0
4579,5,40,3,2,cell,95%,29,29,10,8,63,5.099019514,29.01723626,A,True,False,2.414213562373095
4581,5,41,3,1,cell,96%,26,18,9,8,57,16.4924225,18.43908891,A,False,True,12.354135203372332
4582,5,41,3,2,cell,95%,29,29,10,10,79,5.099019514,29.01723626,A,True,False,2.5396825396825395
4584,5,42,2,1,cell,95%,28,28,10,8,63,6.32455532,28.0713377,A,True,False,3.4395300180692976
4585,5,42,2,2,cell,97%,29,38,8,9,57,-4.123105626,38.01315562,B,False,True,11.784810126582279
4586,5,43,2,1,cell,97%,28,27,10,9,71,7.280109889,27.07397274,A,True,False,2.2698412698412698
4587,5,43,2,2,cell,95%,28,38,7,9,50,-4.472135955,38.05259518,B,False,True,12.063492063492063
4588,5,44,3,1,cell,94%,28,27,10,10,79,7.280109889,27.07397274,A,True,False,1.1267605633802824
4589,5,44,3,2,cell,94%,29,39,8,10,63,-5.099019514,39.01281841,B,False,True,13.168355142172576
4591,5,45,3,1,cell,96%,28,27,10,10,79,7.280109889,27.07397274,A,True,False,0.0
4592,5,45,3,2,cell,94%,29,38,8,9,57,-4.123105626,38.01315562,B,False,True,13.83017114376954
4595,5,46,3,2,cell,92%,28,27,10,10,79,7.280109889,27.07397274,A,True,False,0.0
4596,5,46,3,3,cell,93%,27,38,7,10,55,-5.0,38.11823711,B,False,True,14.083335700731563
4598,5,47,3,2,cell,96%,28,28,10,11,87,6.32455532,28.0713377,A,True,False,2.012658227848102
4599,5,47,3,3,cell,94%,27,39,7,9,50,-5.830951895,39.11521443,B,False,True,15.712480654741661
4601,5,48,4,2,cell,92%,28,27,9,11,78,7.280109889,27.07397274,A,True,False,2.0344827586206895
4602,5,48,4,3,cell,89%,27,38,7,9,50,-5.0,38.11823711,B,False,True,14.30274918433928
4605,5,49,4,2,cell,96%,27,27,9,9,64,7.615773106,27.16615541,A,True,False,2.794871794871795
4606,5,49,4,3,cell,95%,28,38,7,10,55,-4.472135955,38.05259518,B,False,True,13.948717948717949
4608,5,50,2,1,cell,97%,28,27,10,10,79,7.280109889,27.07397274,A,True,False,3.34375
4609,5,50,2,2,cell,96%,29,37,6,9,43,-3.16227766,37.01351105,B,False,True,13.47928902718557
4610,5,51,2,1,cell,96%,29,27,10,9,71,7.071067812,27.01851217,A,True,False,2.0126582278481013
4611,5,51,2,2,cell,94%,29,38,7,10,55,-4.123105626,38.01315562,B,False,True,14.083335700731563
4612,5,52,2,1,cell,95%,28,28,10,8,63,6.32455532,28.0713377,A,True,False,2.5409741257533764
4613,5,52,2,2,cell,95%,29,39,8,10,63,-5.099019514,39.01281841,B,False,True,13.126760563380282
4614,5,53,3,1,cell,97%,28,29,11,9,78,5.385164807,29.06888371,A,True,False,3.3809523809523814
4615,5,53,3,2,cell,95%,28,40,9,10,71,-6.32455532,40.04996879,B,False,True,13.269841269841269
4617,5,54,3,1,cell,97%,29,29,10,10,79,5.099019514,29.01723626,A,True,False,1.1282051282051277
4618,5,54,3,2,cell,96%,28,40,9,11,78,-6.32455532,40.04996879,B,False,True,11.0
4620,5,55,3,1,cell,97%,29,29,12,11,104,5.099019514,29.01723626,A,True,False,3.1645569620253156
4621,5,55,3,2,cell,81%,28,41,9,11,78,-7.280109889,41.0487515,B,False,True,12.168176857273306
4623,5,56,3,1,cell,96%,27,27,10,8,63,7.615773106,27.16615541,A,True,False,6.770734817053883
4624,5,56,3,2,cell,94%,28,35,6,6,29,-2.236067977,35.05709629,B,False,True,13.29430099183668
4626,5,57,2,1,cell,96%,28,27,11,8,70,7.280109889,27.07397274,A,True,False,2.1111111111111116
4627,5,57,2,2,cell,94%,29,37,7,8,44,-3.16227766,37.01351105,B,False,True,13.213912043058587
4628,5,58,2,1,cell,96%,29,28,10,9,71,6.08276253,28.01785145,A,True,False,1.5570707052302375
4629,5,58,2,2,cell,95%,28,38,7,9,50,-4.472135955,38.05259518,B,False,True,13.857142857142858
4630,5,59,2,1,cell,96%,28,27,10,8,63,7.280109889,27.07397274,A,True,False,2.5409741257533764
4631,5,59,2,2,cell,95%,28,38,9,10,71,-4.472135955,38.05259518,B,False,True,10.04987562112089
4632,5,60,2,1,cell,96%,29,28,10,10,79,6.08276253,28.01785145,A,True,False,3.9538961020556345
4633,5,60,2,2,cell,96%,29,39,9,10,71,-5.099019514,39.01281841,B,False,True,13.311435848633565
4634,5,61,2,1,cell,96%,27,27,11,9,78,7.615773106,27.16615541,A,True,False,2.3626502559808022
4635,5,61,2,2,cell,96%,28,38,10,11,87,-4.472135955,38.05259518,B,False,True,11.062533848968993
4636,5,62,1,1,cell,95%,28,28,12,9,85,6.32455532,28.0713377,A,True,False,2.311649459808992
4637,5,63,2,1,cell,96%,28,28,11,8,70,6.32455532,28.0713377,A,True,False,1.7647058823529416
4638,5,63,2,2,cell,95%,29,36,5,6,24,-2.236067977,36.01388621,B,False,True,15.238728336533843
