trap_num,time_max,root_cell_count,total_cell_count,unique_pred_ids,empty_count,predId:1 Count,predId:2 Count,predId:3 Count,predId:4 Count,predId:5 Count,predId:6 Count,predId:7 Count,predId:8 Count,predId:9 Count,predId:10 Count
1,391,1,1261,10,0,495,429,162,80,35,30,16,9,4,1
2,391,1,1202,7,0,485,390,217,80,25,4,1
3,391,1,768,3,0,420,343,5
4,391,3,1244,8,0,423,378,148,131,90,32,37,5
5,391,2,884,6,0,440,350,49,14,30,1
6,391,2,690,5,0,402,258,22,3,5
7,391,1,786,4,0,383,362,40,1
8,391,1,1053,8,0,433,378,96,48,26,56,14,2
9,391,3,915,6,3,474,256,95,52,19,19
10,391,1,613,3,10,373,238,2
11,391,3,1115,8,0,427,367,142,91,60,21,5,2
12,391,1,864,5,0,416,360,65,21,2
13,391,2,1163,4,0,484,543,105,31
14,391,1,733,6,1,394,276,38,20,3,2
15,391,1,1421,8,14,485,321,212,179,149,57,17,1
16,391,1,1009,5,0,435,362,154,46,12
17,391,1,834,4,8,361,415,40,18
18,391,1,627,4,0,401,194,27,5
19,391,1,770,4,7,408,287,68,7
20,391,1,707,3,1,376,296,35
21,391,2,582,4,0,419,160,2,1
22,391,1,952,5,8,436,329,102,60,25
23,391,2,1184,6,13,347,304,378,106,46,3
24,391,1,859,5,0,437,360,48,13,1
25,391,3,942,6,0,459,361,106,12,2,2
26,391,2,568,4,49,373,173,12,10
27,391,2,932,6,0,411,383,79,40,12,7
28,391,4,836,4,0,458,289,75,14
29,391,1,803,5,0,390,318,60,34,1
30,391,2,522,4,0,407,92,15,8
31,391,1,681,4,3,404,247,28,2
32,391,1,830,4,1,362,372,94,2
33,391,1,826,4,0,414,360,36,16
34,391,2,1068,8,0,263,603,165,22,3,3,8,1
35,391,2,836,4,65,342,341,100,53
36,391,2,968,5,3,374,366,140,84,4
37,391,1,574,3,0,397,174,3
38,391,1,766,4,0,393,340,29,4
39,391,1,969,6,6,378,377,156,36,7,15
40,391,1,830,5,0,389,258,115,51,17
41,391,2,947,5,0,429,301,144,70,3
42,391,2,816,9,0,427,211,88,49,10,20,4,3,5
43,391,2,979,5,0,450,313,121,78,17
44,391,0,787,4,27,402,349,33,3
45,391,2,803,5,0,444,201,117,36,5
46,391,1,886,5,0,436,354,84,9,3
47,391,2,1006,6,10,399,368,132,89,9,9
48,391,2,771,4,0,424,261,61,25
49,391,2,863,5,0,394,255,198,15,1
50,391,2,894,5,41,371,359,130,32,2
51,391,2,790,4,0,379,341,52,18
52,391,1,869,4,0,370,371,121,7
53,391,1,807,5,0,370,332,92,11,2
54,391,1,586,2,0,409,177
55,391,1,610,4,69,345,237,26,2
56,391,3,750,4,5,382,303,64,1
57,391,3,680,4,3,392,225,59,4
58,391,3,835,4,0,384,374,59,18
59,391,1,773,4,0,404,335,27,7
60,391,1,1129,7,0,511,284,147,81,70,29,7
61,391,1,1024,5,0,366,349,273,35,1
62,391,1,551,2,0,390,161
63,391,2,522,4,0,386,123,8,5
64,391,2,651,4,4,420,186,42,3
65,391,1,571,5,0,419,142,6,2,2
66,391,1,1382,7,0,374,590,151,147,62,52,6
67,391,1,674,4,0,392,253,16,13
68,391,5,883,6,0,452,218,144,56,11,2
69,391,2,534,4,0,381,130,22,1
70,391,2,756,4,0,418,304,30,4
71,391,2,884,4,0,418,356,70,40
72,391,1,662,4,0,419,188,50,5
73,391,1,781,4,0,367,339,71,4
74,391,1,802,3,0,440,336,27
75,391,3,763,4,0,408,295,54,6
76,391,2,726,4,0,404,293,26,3
77,391,2,932,4,0,386,363,143,40
78,391,1,810,5,18,390,315,69,24,12
79,391,1,840,5,0,403,314,98,17,8
80,391,1,796,4,0,450,288,53,5
81,391,2,928,4,2,413,384,123,8
82,391,0,733,4,1,393,270,51,19
83,391,2,1013,6,1,355,419,164,43,21,11
84,391,1,881,4,0,349,395,115,22
85,391,1,662,3,0,396,247,19
86,391,1,532,4,0,388,127,16,1
87,391,1,740,5,0,403,222,91,12,12
88,391,2,1115,7,3,422,334,192,62,66,36,3
89,391,1,800,5,0,418,237,77,55,13
90,391,1,707,5,0,422,197,50,31,7
91,391,1,598,4,57,329,252,16,1
92,391,1,880,5,0,458,306,95,19,2
93,391,2,759,4,63,372,321,59,13
94,391,2,927,4,0,487,323,108,9
95,391,2,1331,7,0,538,351,115,141,150,30,6
96,391,1,800,3,3,410,364,26
97,391,1,673,4,0,370,252,48,3
98,391,1,746,4,1,404,304,19,19
99,391,1,942,5,0,447,344,121,25,5
100,391,2,1102,6,0,578,347,106,20,34,17
101,391,2,746,4,1,435,214,87,10
102,391,1,756,5,6,429,283,35,7,3
103,391,2,743,6,0,428,214,45,27,13,16
104,391,1,912,5,4,403,347,145,14,3
